    Vardas             Pavarde     ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9    ND10    ND11    ND12    ND13    ND14    ND15    Egz.
 Vardas906          Pavarde906       3       5       6       4       8       8       3       6      10       1       2      10       1       4       7       6
 Vardas907          Pavarde907       7      10       2       4       5       3       6       1       5       3       4       4       6       8       6       5
 Vardas908          Pavarde908       2       9       1       5       4       5       4       8       7       9       2       5       9       9       8       4
 Vardas909          Pavarde909       4       5       9       1       5       6       3       7       9      10       9       9       4      10       4      10
 Vardas910          Pavarde910       7       8       1       9       7       6       9       7       2       2       6       2       8       8       8       7
 Vardas911          Pavarde911      10       9      10       3       5       5      10       2       9       8       9       3       9       6       7       2
 Vardas912          Pavarde912      10       4       2       3       3       5       3       6       9       9       9       1       3       3       5       4
 Vardas913          Pavarde913       7       1       7       9       4       5      10       3       4       5       5       2       3       2       5       6
 Vardas914          Pavarde914       6       1       4       7       7       3       6       7       7       8       1       5       9       2       8       1
 Vardas915          Pavarde915       9       7      10       3       8       6       4       5       9       3       8       3      10       4       3       3
 Vardas916          Pavarde916       8       7       2      10      10      10      10       2       3       5       2       7       8       5       7       7
 Vardas917          Pavarde917       2       3      10       7       2       4       8       8       8       4       7       4       3       1       2       4
 Vardas918          Pavarde918       5       6       9       5      10      10       6       8       3       8       2       4      10       5       7       8
 Vardas919          Pavarde919       8       9      10       4       1       3      10       1       3       4       9      10       9       7       8       2
 Vardas920          Pavarde920       8       6       3       1       4       5       9       6       2       9       7       9       4       6       4       5
 Vardas921          Pavarde921       7       9      10       6       5       3       6      10       7       7      10      10       4       7       7       4
 Vardas922          Pavarde922       3       9       6       7       7       3       3       4       6       9       8       6       3      10      10       9
 Vardas923          Pavarde923       7       2       4       2       3       1       9       6       3       1      10       7       5      10      10       9
 Vardas924          Pavarde924       4       7       4       8       3       9      10       8       2      10       4       4       1       7       8       5
 Vardas925          Pavarde925       6       2       5       5      10       6       3       5       7       7       2       6       1      10       3       5
 Vardas926          Pavarde926       4       3      10       3       3       2       3       5       9       9       1       7       1       7       8       2
 Vardas927          Pavarde927       4       8       7       8      10       2       8       2       4       3      10       2       6       1       4       9
 Vardas928          Pavarde928       4       1       4       6       1       4      10      10       5      10       3       7      10       4       3       5
 Vardas929          Pavarde929       6       2      10       2       8       4       5       8       7       3       6       6       3       3       7       6
 Vardas930          Pavarde930       8       7       6       2       8       6       9       7       3       4       3       9       6       2       9       1
 Vardas931          Pavarde931       7       7       9       2       3       4       1       5       8       1       5       8       3       8       7       1
 Vardas932          Pavarde932       7       9       9       5       3      10       2       9       2       7       5       6       2       8      10       4
 Vardas933          Pavarde933      10       3       8       7       1       2       8       8      10       1       1       1       4       1       9       9
 Vardas934          Pavarde934      10       9       3       9       2       4       6       8       9       6       7       4       3       9       7       7
 Vardas935          Pavarde935       3      10       3       8      10       2       6       5       2       9       5       3       1       2       3       9
 Vardas936          Pavarde936       1       3       1       5       4      10       4       6      10       5       4       7       5       7       2       1
 Vardas937          Pavarde937       6       3       7       3       1       8       4       9       2       7       7       4       2       1       5       8
 Vardas938          Pavarde938       7       9       5       2       4       2       8       5       1       7       6       4      10       9       5       7
 Vardas939          Pavarde939       2      10       4       9       7       6       6      10       5       2       9       9       4       4       1       4
 Vardas940          Pavarde940       9       8       7       2       6       5       6       2       1      10       7       9       1       3       2      10
 Vardas941          Pavarde941       6      10       9       5       6       7      10       9       2       5       6       9      10       9       8       8
 Vardas942          Pavarde942       5       8      10       3       8       1      10       7       9       9      10       5       5       7       2       5
 Vardas943          Pavarde943      10       6      10       6       7       9      10       9       7       2       4       6       6      10       6       9
 Vardas944          Pavarde944       5       3       6       4       6       3       2       7       5       4       6       2       1       1      10       3
 Vardas945          Pavarde945       1      10       1       7       1       1       3       3       5       6       8       8       1       7       1       6
 Vardas946          Pavarde946       4       3       2       3       3       8       3      10       2       4       1      10       8       9       8      10
 Vardas947          Pavarde947       8       7       9       1       3       8       6       2       2       5       6       6       2       2       2       4
 Vardas948          Pavarde948       3      10       8       3       1       8       6       9       1       8       7      10       4       4      10       5
 Vardas949          Pavarde949       3       4       8       5       1       2       9       5       7       3       4       4       5       5       6      10
 Vardas950          Pavarde950       7       6      10       3       4       5       3       3       4       9      10       1       1       2      10       2
 Vardas951          Pavarde951       1       8       9       9       7       3       8       5       7       4       9       5       4       1       7       1
 Vardas952          Pavarde952       1       3       1       4       8       1      10       1      10      10       3       7       8       8       5       8
 Vardas953          Pavarde953       9       8       4       2       5       3       1       8       2       7       7       9       3       6       9       2
 Vardas954          Pavarde954       3       5       9       1      10       6       6      10       4       3       4       8      10       5       2       5
 Vardas955          Pavarde955       9       4       5       8       5       6       5       9       1       2       6       8       8       3       5       2
 Vardas956          Pavarde956       7       2       4       9      10       3       6       1      10       1       3       9       7       7       5       6
 Vardas957          Pavarde957       4       3       7       4       5       9       1       1      10       8       4      10       7       5       3       9
 Vardas958          Pavarde958       8       1       7       3      10       1       5       5       1       8       9      10       4      10       2       4
 Vardas959          Pavarde959       9       3      10       2       8       4       7       3      10       8       8       1       8       8       5       2
 Vardas960          Pavarde960       1      10       7       1       6       4       5      10       5       1       6       2       8       4       3       3
 Vardas961          Pavarde961       4       4       8       6       7       4       1       4       4       6       9       2       9       8       1       2
 Vardas962          Pavarde962      10       2       7       8       7       1      10       9       9      10       9       4       9       9       9       8
 Vardas963          Pavarde963       9      10       4       4       3       9       5       5      10       8       1       8       4       4      10      10
 Vardas964          Pavarde964       4      10       7       4       4       6       8       6      10       2       8       3       6       4       4       9
 Vardas965          Pavarde965       1       3       6       1      10      10       9       1       3       8       8       5       2       4       7       1
 Vardas966          Pavarde966       4       9       7       7       2       3       1       3       8      10       7      10       6       2       4       7
 Vardas967          Pavarde967       7       9       2       5      10       9      10       4      10      10       6       6       6       9      10       8
 Vardas968          Pavarde968       4       2       5       2       5      10       9       3       8       4       3      10       5       3       6      10
 Vardas969          Pavarde969       8       4       3       4       8       4       1       3       1       8       8       7       3       1       3       4
 Vardas970          Pavarde970       7       9       5       8       7       3       2       3       4       9       6       6       7       4       8       1
 Vardas971          Pavarde971       4      10       9       8       3       8       2       8       7       8       9      10       3       7       8       7
 Vardas972          Pavarde972      10       1       6       9       7       7       7       7       7       3       9       8       1       1       3       9
 Vardas973          Pavarde973       3       9       5       2       8       1       5       1       5       5       3       6       9       1       4       2
 Vardas974          Pavarde974       7       5       6       7       4       6       3       9       8       1       4       7       6       6       7       6
 Vardas975          Pavarde975       3       4       1       5       5      10       9       7       3       7      10       4       3       3       1       1
 Vardas976          Pavarde976      10       5       3       7       3       9       6      10      10       3       7       4       1       5       8       7
 Vardas977          Pavarde977       7       5       9       8       4      10      10       5       1       6      10      10       6       7       5      10
 Vardas978          Pavarde978      10       4       5       1       8       5      10       4       1      10       7       4       7       9       3       4
 Vardas979          Pavarde979       7       8       4       8       3       9       6       1       4       8       4       5       7       8       3      10
 Vardas980          Pavarde980       6      10       1      10       9       4       6       2       3       5       2       6       6      10       4      10
 Vardas981          Pavarde981       1       1       8       9       4       7       2       7       7       3       6       3      10       6       6       4
 Vardas982          Pavarde982       3       7       3       3       8       2       8       1       8       9       4       1      10       5       6       5
 Vardas983          Pavarde983       9      10       1       9       3       2       8       4       9       9       4       8       2       6       2      10
 Vardas984          Pavarde984       6       6       3       1       9       7       8       2      10       7       8       8       6      10       1       8
 Vardas985          Pavarde985       4       6       6       3       2      10       1      10       5       6       3       9       9       1       3       8
 Vardas986          Pavarde986       5       3      10       1       8       1       1       4       9       7      10       4       9       4       5      10
 Vardas987          Pavarde987       2       4       6       1       7       3       1       8       9       8       4       7       8       9       4       7
 Vardas988          Pavarde988      10       5       5       4       6       6       7      10       6       8       4       9       3       7       3       6
 Vardas989          Pavarde989       9       4       1       4       6       7       4       3       5      10       1       1      10      10       1       5
 Vardas990          Pavarde990       8       2       6       1       8       6       4       1       6      10       3       6       7       9       1       7
 Vardas991          Pavarde991       9       5       7       7       2       9       1       2      10       6       4      10       3      10       6       7
 Vardas992          Pavarde992       6       9       7       2       7       6       1       9       6       2       7       3       4       8      10       8
 Vardas993          Pavarde993       5       7       6       9       8       5      10       8       3       2       1      10       8       5       9      10
 Vardas994          Pavarde994       4       2       5      10       3       2       8       9       6       8       9       2       6       2       2       2
 Vardas995          Pavarde995       4       2       2       7       5       9       3       6      10      10       2       9       8       5       3       9
 Vardas996          Pavarde996       3       1       8      10       7       4       4       4       6       5       7       8       2       4       9       7
 Vardas997          Pavarde997       5       4       8       6       9       1       3       5       4       8       3      10       7       6       3       7
 Vardas998          Pavarde998       6       4       8       1       1      10       1       7       5       8       7       4       1       6       8       2
 Vardas999          Pavarde999       2       7       9       3       7       5       2       5       2      10       8       3       7       3       9       7
Vardas1000         Pavarde1000       3       3       6      10       6       4       5       1      10       1       6       2       5       3       7       2
