    Vardas             Pavarde     ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9    ND10    ND11    ND12    ND13    ND14    ND15    Egz.
Vardas8576         Pavarde8576       6       2       2       3       8       9       8       1      10       5       8       4       4       1       1       1
Vardas8577         Pavarde8577       2       5       5       7       2       6       5       9       8       2       2       9       3       4       5       6
Vardas8578         Pavarde8578       8       2       1       5       5       1       4       6       4       5       8       5       2       5      10       6
Vardas8579         Pavarde8579       6      10       1       3       2       8       7       2       6       5       2       7      10       3       9       9
Vardas8580         Pavarde8580       2       1       6       7       8       5       4       9       7       5       9       5      10       7       5      10
Vardas8581         Pavarde8581      10       2       1       1       9       6       9       9       1       9       9       9       6       8       2       2
Vardas8582         Pavarde8582       4       9       1       7       6       6       6       2       7       3       6       4       9       9       7       8
Vardas8583         Pavarde8583      10       2       7       4       2       3       2       3       9       6       7       5       2       1       6       4
Vardas8584         Pavarde8584      10       2       4       4       2       4       1       8       4       6       5       9       8       2       1       6
Vardas8585         Pavarde8585       5       2       5       9       4       5       8       5      10      10       2       6       7       8       5       5
Vardas8586         Pavarde8586       5       6       7       2       2       2       2       9       6       7       6       6       3       6       9      10
Vardas8587         Pavarde8587      10       7       5       2       7       1       7       8       8       5       9       4       4       1      10       1
Vardas8588         Pavarde8588       2       5       5       2       6       1       4       8       3       2       4       3       7       4       7       1
Vardas8589         Pavarde8589       9       6       8       3       4      10       6       4       2       5       8       2       4       1       8      10
Vardas8590         Pavarde8590       6       7       9       6       8       3       4      10       1       5       4       4       8       4       5       3
Vardas8591         Pavarde8591       7       4       5       7       2       8       3       8       8       4       3       9       3       4       1       4
Vardas8592         Pavarde8592       8      10      10       1       6      10       9       8      10       1       8       2       5       3       2       9
Vardas8593         Pavarde8593       3       8      10       2       3       5       5      10       1       4       3       1       1       1       3       2
Vardas8594         Pavarde8594       2       6       4       6       2       3       2       7       6       3       6       1       5       9       7       8
Vardas8595         Pavarde8595       3       4       3       1       6      10       2       1       4       9       1       4       9       5      10       4
Vardas8596         Pavarde8596       6       3       4       9       5       3       6       8       3       7       7       4       8       9       1       7
Vardas8597         Pavarde8597       6       3       9       3      10       9      10       3       8       2       1       1       4       6       5       5
Vardas8598         Pavarde8598       9      10       8       9      10       4       2       2       1       4       1       1       9      10       1       1
Vardas8599         Pavarde8599       5       7       8       9       5       9       8       3       7       9       5       9      10       4       5       4
Vardas8600         Pavarde8600       6       5       8       4      10       1       8       1       2       2      10       5       1       1      10       1
Vardas8601         Pavarde8601      10       4       8      10       8       2      10       8       1       8       9       4       2       9       9       3
Vardas8602         Pavarde8602       7       1       5       7       3       2       8       2       1       1       4       1       8       9       1       8
Vardas8603         Pavarde8603       1       8       6       1       3       3      10       7       4       7       3       2       8       5       4       2
Vardas8604         Pavarde8604       7       9       1       6       4       3       4       4       5       7       4       2       9      10       9       2
Vardas8605         Pavarde8605       5       1       4       1       5       6       1       9       4       6       1       2       9       9       5       9
Vardas8606         Pavarde8606       1       6       6       8       3       8       3       2       4       2       3       1       9       1       1       8
Vardas8607         Pavarde8607       7       1       8       7       3       5       2      10       3       7       3       6       8       3       3       4
Vardas8608         Pavarde8608       7       5       4       2       9       3       2       7       4      10       1       9       6      10       7       7
Vardas8609         Pavarde8609      10      10       9       5       5       4       4       5       1       4       7       9       3       7       7       2
Vardas8610         Pavarde8610      10       6       2       9       3       6       3      10       9       7       4       9       3       3       7       4
Vardas8611         Pavarde8611       4       4       9       6       6       9       9       3       6       2       1       2       3       9       2       8
Vardas8612         Pavarde8612       9       6       9      10       5       9       4      10       8       4       2       7      10       6       4       2
Vardas8613         Pavarde8613       9       3       3       1       4       9       5       1       6       5       9       8       1       1      10       2
Vardas8614         Pavarde8614       6       9       3       7       2       1       1       6       5       3       6       6       6       9       4      10
Vardas8615         Pavarde8615       9      10       7       5       8       2       6      10      10       6       8       6      10       5       7       3
Vardas8616         Pavarde8616       7       2       2       1       2       6       1       5      10      10       4       9       4       4       7       9
Vardas8617         Pavarde8617       9       7       7       3       9       1       2       5       7       1       3      10       8       5       9       5
Vardas8618         Pavarde8618       9       5       6       4       6       7      10       5       4       5       4       7       4       1       6       3
Vardas8619         Pavarde8619       3       8       8       6       2       9       8       3       2       1      10       3       7       5       5       2
Vardas8620         Pavarde8620       7       9       8       9       7       1       6       9       4       2       5       5       5       6       5       3
Vardas8621         Pavarde8621       5       1       8       3       5       6       5       9       9       2       5       9      10       7       6       6
Vardas8622         Pavarde8622       6       4       3       8       5       4       6       8       8       5       6       6       5       1       9       1
Vardas8623         Pavarde8623       7      10       2       4      10       2       2      10       2       7       7       2       4       4       6       3
Vardas8624         Pavarde8624       1       7       8       6       5       8       9       7       7       6       7       7       7       7      10       5
Vardas8625         Pavarde8625       2      10       8      10       8       3       8       6      10       2       2       7       7       8       1       8
Vardas8626         Pavarde8626       6       8       4       6       2       2       3       7       2       5       8       9      10       8       4       4
Vardas8627         Pavarde8627       6       6       4       9       8       7       3      10       8       2       8       1       2       2       7       5
Vardas8628         Pavarde8628       5       8       8       2      10       7       4       4       3      10       8       5       4      10       8       9
Vardas8629         Pavarde8629       5       6       7       4       5       7       1       5       5       9       8       9       2       1       5       4
Vardas8630         Pavarde8630       9       3       5       1       8       7       6       3       4      10       9       7       4       9       2       6
Vardas8631         Pavarde8631       3       9       5       3       5       3       8      10       1       4       8       2       5       3       2       3
Vardas8632         Pavarde8632       3       4      10       1       5       1      10       2       4       7       9       4       3       3       6       9
Vardas8633         Pavarde8633       1       5       8       4       1       9       5       8      10       7      10       4       4       2       5       3
Vardas8634         Pavarde8634       9       9      10       3       7       9       5       4       2       1       4       7       7      10       3       3
Vardas8635         Pavarde8635      10       8       1       1      10       9       7       4       8       4       7       5       8       3       7       5
Vardas8636         Pavarde8636       8       8       1       5       8       7       4       1       1       2       9       1       9       4      10       5
Vardas8637         Pavarde8637       5       8       6       3       2       1       2       7       1       7       5       8       5       6       7       6
Vardas8638         Pavarde8638       9       7       9       4       9       9       8       6       6       2       1       9       4       8       4       9
Vardas8639         Pavarde8639       2       3       1       4       1       3       2       5       7       6       5       1       6      10       2       5
Vardas8640         Pavarde8640       6      10       1       9       9       9       1       2       3       9       8       3      10       4      10       4
Vardas8641         Pavarde8641       3       9       5       6       2       5       4       1       5      10       5       3       8       1       5      10
Vardas8642         Pavarde8642       6       8       5       3       7       9       9       6       6       4       4       2       4      10       7       5
Vardas8643         Pavarde8643       9       6       8       3       4       7       4       3       8       4       7       1       9      10       7       3
Vardas8644         Pavarde8644      10       4       7       5       7       7       4       1      10       7       3       8       4       2       2       9
Vardas8645         Pavarde8645       1       3       1       6      10       5       6       5       1       6       8       4       5       7       2       5
Vardas8646         Pavarde8646       8       6       6       5       4       6      10       5       8       9       6       6       5      10       2       7
Vardas8647         Pavarde8647       9       8       4      10       4       1      10       8       8       7       4       3       7       4       2       6
Vardas8648         Pavarde8648       6       9       2       8       5       4       8       3       2       7       6      10       4       6       4       9
Vardas8649         Pavarde8649       2       1       9      10      10       2       1       7       8       9       9      10       4       7       3       1
Vardas8650         Pavarde8650       1       5       8       6       2       2       7       5       5       3       9       9       5      10       8       1
Vardas8651         Pavarde8651       1      10       5       7       2       4       4       2       8      10      10       2       7       9       2       9
Vardas8652         Pavarde8652       6       2       8       1       8       9       2       6      10       7       5       6       1       6       2       2
Vardas8653         Pavarde8653       4       5       6       3       8       1       1       1      10      10       6       5      10       8       8       7
Vardas8654         Pavarde8654       2       4       8       2       1       9       5      10       5       5       2       2      10       1       4       6
Vardas8655         Pavarde8655      10       2      10       8      10       7       6       7       6       5      10      10       9       3       3       8
Vardas8656         Pavarde8656       8       1       1       8      10       6      10       1       1       9       2       2       3       1       3       8
Vardas8657         Pavarde8657       4       1       4       5       2      10       9       6       7       7       1       1       4       5       3      10
Vardas8658         Pavarde8658      10       2       1       8       6       2       6       1       5      10      10      10       9       5       2       1
Vardas8659         Pavarde8659       6       5       5       6       6       9       5       5      10       1       4       5       4       2      10       6
Vardas8660         Pavarde8660       2       1       4       9       5       1       1       5       7       1       1       9      10       2       8       2
Vardas8661         Pavarde8661       1       1       9       6       6       3       7       4       7       7       2       5       5       2       1       4
Vardas8662         Pavarde8662       7       7       5       1       5       6       7       1       2      10       3       7       1       4       8       8
Vardas8663         Pavarde8663       6       9       8      10       9       8       2       5       9       4       8       5       7       9       1       2
Vardas8664         Pavarde8664       4       3      10       2       9       1       7       1       1       8      10       8       3       5       9       4
Vardas8665         Pavarde8665       9      10       6       9       4       5       9       6       9       7       3       6       6       7       7       5
Vardas8666         Pavarde8666       3       3       5       5       6       4       7       2       6       7       5       7       2      10       8       9
Vardas8667         Pavarde8667      10       4       7       4       6       8       7       7       9       6       5      10       9       6      10       8
Vardas8668         Pavarde8668       9       7       5       8       7       3      10       6       5       5      10       9       5       2       6       1
Vardas8669         Pavarde8669       8       9       4      10       5       5       9       3       6       1       4       8       2       4       3       6
Vardas8670         Pavarde8670       5       5       7       8       7       8       6       8       3       4       7       6       1       3       4       1
Vardas8671         Pavarde8671       4       5       8      10       5       6      10       7       5       4       8      10       9       4       7       8
Vardas8672         Pavarde8672       1       7       9       4      10       9       3       5       7       6       5       6       2      10       6       4
Vardas8673         Pavarde8673       5       5       1      10       3       7       5       8       6       9       6       1       8       8       1       2
Vardas8674         Pavarde8674      10       6       9       7      10       2       2       2       8       8       2       4       4       7       4       9
Vardas8675         Pavarde8675      10       1       1       1       6       2       4       6      10       9       9       6       8       2       2       2
Vardas8676         Pavarde8676       5       5       3       8       8       9       7       4       2      10       2       8       6       2       7       9
Vardas8677         Pavarde8677       5       6       7       8       7       4       7      10       4       4       7       4      10       8       9       3
Vardas8678         Pavarde8678       2       2       7       5       9      10       5       3       3       3       8       9       9       3       9       9
Vardas8679         Pavarde8679      10      10       3       8       9       7       7       1       6       7      10       6       1       6       5       3
Vardas8680         Pavarde8680       4       2       1       7       2      10       4       4       3       6       5       9       8       2       6       4
Vardas8681         Pavarde8681       6      10       7       4       8       6       4       2       7       2       2       3       7       4       5       1
Vardas8682         Pavarde8682       3       5       5      10       7       7       6       8      10       9       1       4       6       1       7       6
Vardas8683         Pavarde8683       8       4      10       5       6      10      10       2       9      10      10       4      10       4       1       2
Vardas8684         Pavarde8684       4       1       5       2       8       5       4       6       6       4       8       1       7       4       8       8
Vardas8685         Pavarde8685      10       6       4       8       8       7       8       7      10       4       8       7       3       7       7       5
Vardas8686         Pavarde8686       4       4       5       8       3       6       2       6       3       5       2       1       1       6       2       8
Vardas8687         Pavarde8687       7       7       3       1       3       1       2       8      10       6       6       9       3       5       8       3
Vardas8688         Pavarde8688       7       4       7       1      10      10       8       8       7       6       5       4       3       5       5       8
Vardas8689         Pavarde8689       6       2       4       1       5      10       3       9       2       3       9       5       8       5       5       2
Vardas8690         Pavarde8690       6       9       6       4       1       9       3       2       4       6       4       6       2       6       7       7
Vardas8691         Pavarde8691       7       7       4       2       2      10       7       7       6       3       5      10       1       8       9       5
Vardas8692         Pavarde8692       7       4       9      10       4       5       3       2       9      10      10       8       8       4       9       2
Vardas8693         Pavarde8693       6       7       4       8       1       8       4       8       6       4       1       1       5       4       8       4
Vardas8694         Pavarde8694       1       7       8       3       3       1       6       5       5      10       5       2       6       7       1      10
Vardas8695         Pavarde8695       6       4       5       6       8       8       1       7       9       9       6       9       8       9      10       1
Vardas8696         Pavarde8696       1       9       5       1      10       3       3       7       7       9       9       7       1       1       1      10
Vardas8697         Pavarde8697      10       7       4       5       9       7       2       1       8       8       9       7       3       9       3       9
Vardas8698         Pavarde8698       3       3       9       4       2       5       4       1       9       7       1       6       3       7       4       6
Vardas8699         Pavarde8699       5      10       4       9       2       3       9      10       1       7      10       5       9       4       9       3
Vardas8700         Pavarde8700       2       7      10       1      10       9       6       1      10      10       7       2       5       4       5       8
Vardas8701         Pavarde8701      10       5       4       8       8       9       9       1       9       8       1       8       4       3       8       6
Vardas8702         Pavarde8702       3       1       2      10       7       5       3       1       6       4       3       8       8      10       3       6
Vardas8703         Pavarde8703       7       8       5       1       8       3       8      10       9       9      10       1       9       8       4       3
Vardas8704         Pavarde8704       6       6       7       7       3       3       1      10       5       7       4       7       4       4       3       7
Vardas8705         Pavarde8705       2       4       7       8      10      10      10       4       9       1       2       3      10       9       3       6
Vardas8706         Pavarde8706      10       3       6      10       4       5       5       9       1       8       4       6       1       4       2       8
Vardas8707         Pavarde8707       4       3       8       6       1       4      10       9       6       1       8       3       8      10       5       3
Vardas8708         Pavarde8708       4       8      10       9       5       7       1       8       5       5      10       9       4       8       7       2
Vardas8709         Pavarde8709       2       5      10       1       4       4       6       8       9       3       7       8       6       1       7       7
Vardas8710         Pavarde8710      10       8       7       5       1       5       5       5       5       5       2       1       8       8       7       6
Vardas8711         Pavarde8711       3       3       2       5       1      10       3       6       2      10       3       5       4       6       4       6
Vardas8712         Pavarde8712       3       7       3       6       2      10       6       9       1       9       8       3       2       8       9       4
Vardas8713         Pavarde8713       7       7       5       4       5       3       1      10       1       4       1       5       7       7       7       7
Vardas8714         Pavarde8714       1       7       8       7       5       6       5       4       4       5       3       8       9       6       1       6
Vardas8715         Pavarde8715      10       3       1      10       6       5       2       7       5       3       9       5      10      10       4       1
Vardas8716         Pavarde8716       5       6       1       7       7       7       9       9       9       7       1       7       3       3       3       9
Vardas8717         Pavarde8717       2       7       2      10       7       2       7       6       5       5       3       9       9       9       3       1
Vardas8718         Pavarde8718       8       6       1       6       4       5       5       7       4       5       6       1       8       5       3       7
Vardas8719         Pavarde8719       5       7       6       1       7       6       2       4       6       8       8       4      10       1       1       2
Vardas8720         Pavarde8720       8       1       6       6       5       4       8       1       2       9       3       7       9       7      10       5
Vardas8721         Pavarde8721       1       3      10       2       8       7       6       1       5       6       4       7       3       6       1       2
Vardas8722         Pavarde8722       2       9       6       5       3       8       3       8       4       2       8       4       7       4       1      10
Vardas8723         Pavarde8723       7       3       2       7       7       5       9       4       2      10       7       5       6       3       2       2
Vardas8724         Pavarde8724       2       2       3       7       2       9       1       5       8       5       1       2       8       8       1       1
Vardas8725         Pavarde8725      10       4       8       9       3       8       5       2       9       2       5       7       9       3       2       2
Vardas8726         Pavarde8726       3       1       7       3       1      10       7       5      10       6       3       2       1       7       7       3
Vardas8727         Pavarde8727       3       6       9       3       8       9       7       6       3       9       3       2       6       2       3      10
Vardas8728         Pavarde8728       4       6       5       5       1       5       3      10       7       8       8       4       7       7      10       7
Vardas8729         Pavarde8729       6       7       8       2       8       2       3       5       1      10       6       1       9       4       5       1
Vardas8730         Pavarde8730       3       7       2      10       4       2       7       9       2       1       1      10      10       2       1       2
Vardas8731         Pavarde8731       2       3       1       5       8       1       3      10       3       3       6       4       8       8       8      10
Vardas8732         Pavarde8732       7       6       8       8       8       9       3       7      10       5       8       3       7       1       9       8
Vardas8733         Pavarde8733       1       4      10       8       9       4       6       4       8       6       7      10       5       6       6       8
Vardas8734         Pavarde8734       9       1       3       8      10       8       2       3       6       8       9       8       9       3       9       2
Vardas8735         Pavarde8735       7       8       8       4       6       9       3       3       9       3       4       4       4       5       7       2
Vardas8736         Pavarde8736       7       6       2       8       5       9       5       6      10       6       7       5       6      10       9       3
Vardas8737         Pavarde8737       8       9       5       9       2       4       5       2       6       8       1       9       9       1       3       4
Vardas8738         Pavarde8738       6       7       5      10       4       4       4       7       8       4       2       7       6       3       5       8
Vardas8739         Pavarde8739       5       7       9       4       7       3      10       4       2       4       4       5       1       7       2       8
Vardas8740         Pavarde8740       7       5       4       3      10       9       7       3       9       4       7       8       8       2       6      10
Vardas8741         Pavarde8741       4       3      10       1       3       8       2       8       1       1       6      10       1       9       9       3
Vardas8742         Pavarde8742       8       2       4       5       7       2       8       9       8       5       8       1       1       3       6       6
Vardas8743         Pavarde8743       5       7       1       5       3       4       1       1       6       3       7       8       7       5       1       3
Vardas8744         Pavarde8744       2       8       7       5       5       6       6       4       5       6       5       4      10      10       7       9
Vardas8745         Pavarde8745       9      10       9       9       8       5       9       2       2      10       7       3       4       3       1       1
Vardas8746         Pavarde8746       8       7       4       3       3       5       7       4       1       9       3       4       2       3       4       3
Vardas8747         Pavarde8747       1       5       8       1       2      10       2       6       5       8       7       2       3       6       9       6
Vardas8748         Pavarde8748       4       5       5       2       6       6       7       6       3       4       6       6       5       9       9       7
Vardas8749         Pavarde8749       7       6       8       9       2       8       6       8       2       3       1       7       8      10       3       3
Vardas8750         Pavarde8750       8       8       8       9       2       6       5       3       5       5       6       3       3       8       7       3
Vardas8751         Pavarde8751      10       1       3      10       1       2       5       5       2       5       7       9       6       6       4       1
Vardas8752         Pavarde8752       1       8      10       5       6       6       8      10       6      10      10       4       1       1      10       2
Vardas8753         Pavarde8753       7       3      10       4       1       1       7       7       7       8      10       9       5       5       9      10
Vardas8754         Pavarde8754       8       1       5       9       7       3       6       8       9       2       2       9       6       5       6       2
Vardas8755         Pavarde8755       8       7       9      10       9       1      10       9       3      10       9       8       8       3       1       7
Vardas8756         Pavarde8756       5       9       9       6       3       1       5       4      10       8       6       9      10       2       6       1
Vardas8757         Pavarde8757       2       1       4       1       2       5      10      10       6       9       2       5       8       2       6       2
Vardas8758         Pavarde8758       1       9       7       5       8       3       7       3       2       4       9       8       6       2      10       5
Vardas8759         Pavarde8759       5       6       6      10       4       4       9       3       9       6       9       7       5      10       6       9
Vardas8760         Pavarde8760       1       3       2       4       9       7       6       3      10       5       6       6       9       7       8       5
Vardas8761         Pavarde8761       6      10       2      10       8       2       6       7       2       3       3       5       8       7       1       5
Vardas8762         Pavarde8762      10       6       5      10       2       6       6       3       6       9       3      10       1       3       9       9
Vardas8763         Pavarde8763      10       5      10       4       4       4      10       9       5       6       8       3      10       9       3       7
Vardas8764         Pavarde8764       2       9      10       5       9      10       7      10      10       8       6       3       3       9       8       7
Vardas8765         Pavarde8765       5       5      10       9       9       8       9      10       5       7      10       6       5       8       4       4
Vardas8766         Pavarde8766       3       9       9       5       6      10       5       5       3       8       3       9      10       7       2       1
Vardas8767         Pavarde8767       6       8       9      10      10       8       7       4       3       6       9      10       6       1       4       3
Vardas8768         Pavarde8768       6       9       8       7       8       9       4       9       6       7      10       2      10       2       8       2
Vardas8769         Pavarde8769       7       8       3       3       9       8       9      10       7       8       4       7       9       6       1       4
Vardas8770         Pavarde8770       6       9       5      10       3       5       2       5       8       6       4       5       1       2       1       2
Vardas8771         Pavarde8771       7       4       4       7       7       9       3       8       1       6       9       2       7       3       7       7
Vardas8772         Pavarde8772       4       6       3       4      10       5       4      10       5       3       2       6       8      10       2       3
Vardas8773         Pavarde8773       7       4       6       7       2       3       5       8       6      10       8       4       7       2       5       5
Vardas8774         Pavarde8774      10       5       8       5       8       7       5       4       9       3       4       4       8      10       4       3
Vardas8775         Pavarde8775      10       3       8      10       5       3       1       9       7       5       5       7       7       5       4       6
Vardas8776         Pavarde8776       1       2       2       6      10       8       3       4       8       7       8       7       2      10       8       1
Vardas8777         Pavarde8777      10       4       4       3       7       9       4       6       9       3      10       7       6       6       3       9
Vardas8778         Pavarde8778       4       6       7       1       2       6       6       6       2       3       9       3       5       3       2       5
Vardas8779         Pavarde8779       9       7       2       7       3       4       7       8       9       2       6       7       2       1       8       9
Vardas8780         Pavarde8780       9       9       6       9       4       4       9       7       1       7       1       5       9       3       4       2
Vardas8781         Pavarde8781       1       4       4       7       9      10       4       8       1      10      10       1      10       7       1       3
Vardas8782         Pavarde8782       2       3       7       3       6       1       2       3       1       7       8      10       4       5       2       6
Vardas8783         Pavarde8783       6       9      10       7       7       9       3      10       9       5       9      10       5       4       7       6
Vardas8784         Pavarde8784       8       1       8       8       4       6       7       3      10       5       3       4       7       4       7       6
Vardas8785         Pavarde8785       6       4       7       4       2      10       2       9       8       9       3       6       8       9       9       6
Vardas8786         Pavarde8786       6       5      10       5       4      10       1       6       4       2       5       5       7       4       9       1
Vardas8787         Pavarde8787       9       6       2       4       7       8      10       8       1       5       6       9       9       7       6       2
Vardas8788         Pavarde8788       7       6       4       1       6       3       6       2      10       9       5       2       2       8       4       8
Vardas8789         Pavarde8789       9       1       2      10       5       1       6       5       9       7       5       1       4       8       6       8
Vardas8790         Pavarde8790       7      10      10       5       6       4       4      10       5       4       1       9       9       3       6       8
Vardas8791         Pavarde8791       4       2       7       8       4       2       9       6       8       8       2       4       9       2       1       8
Vardas8792         Pavarde8792       4       8       8       7       4      10       2      10       4       2       5       3       1      10       3      10
Vardas8793         Pavarde8793       9       3       3       8       1       3       4       4       6       9       3       1       6       1       1       9
Vardas8794         Pavarde8794       8      10       7       8       5       5       2       5       9       1       7       9       8       4      10       9
Vardas8795         Pavarde8795       1       3       9       2       1       2       8       6       5       6       5       3       7       5       8       4
Vardas8796         Pavarde8796       1      10       3       6       6       4       9       1       1       1       1       8       5       1       2       9
Vardas8797         Pavarde8797       8       2       4       5       8       1       6       4       9       1      10       4       1       1       2      10
Vardas8798         Pavarde8798       9       2       2       9       4       1       9       5       6       4       7       5       3      10       4       1
Vardas8799         Pavarde8799       5       7       9       9      10       4       9       6       4       7       5       9       3       5       5       6
Vardas8800         Pavarde8800       4       2       2       4       1      10       8       4      10      10       7       7       2       9       6       4
Vardas8801         Pavarde8801       7       2       2      10       8       5       8       7       2       3       2       8       6       5       7       8
Vardas8802         Pavarde8802       2       9       8       8       3       2       9       3       9       6       1       3       2       2       2       1
Vardas8803         Pavarde8803       8       8       1       4       9       2       3       5       1       7       9       3       2       7       2      10
Vardas8804         Pavarde8804       3      10       9       3       9       7      10       9       2       6       7       5       6       5       3       9
Vardas8805         Pavarde8805       3       3      10       6       4       1       6       1       1       8       7       4       4       7       5       1
Vardas8806         Pavarde8806       2       7       3       5       4       2       8       2       9       7       4       6       1      10       3       3
Vardas8807         Pavarde8807       4       2       7       3       5       3      10       2       7       8       6       1       6       3       3       5
Vardas8808         Pavarde8808      10       1       8       7       8       5       7       5       6       2       5       3       4       7       2       6
Vardas8809         Pavarde8809      10       3       4      10       4       8       3       3       2       3       8       7       6       3       5       1
Vardas8810         Pavarde8810       8       8       4       1       4       9       7       2       2       5       3       1       9       6       7       4
Vardas8811         Pavarde8811       6       5       1       2       7       7       9       5       9       1       2       8       4       9       9       6
Vardas8812         Pavarde8812       2      10       4       8       1       8       3       3       4       4       6       9       9       5       8       2
Vardas8813         Pavarde8813       8       1       9       3      10       9       3      10       4       4       3       2       5       1       3       9
Vardas8814         Pavarde8814      10       9       5       9       9      10       5       7       6       9       6      10       3       6      10       8
Vardas8815         Pavarde8815       7       2       1       1       5       4       3       1       5       8       9       1       5       4       8       9
Vardas8816         Pavarde8816       7       9       9       3       5       5       7       3       3       6       4       7       9       8       1       7
Vardas8817         Pavarde8817       6       3       9       3       4       6       5       6       9       9       6       4      10       2       1      10
Vardas8818         Pavarde8818       4       3       2       7       6       1       1       1       6       2       9       8       2       5       9       9
Vardas8819         Pavarde8819       9      10       7       5       5       8      10       4       7       5       2       2       5       4       5       5
Vardas8820         Pavarde8820       8       1       2      10       2       7       2       3       5       7       6       8       6       5       3       5
Vardas8821         Pavarde8821       7       2       2      10       4       3       5       7       7       5       5       6       5       5       6       6
Vardas8822         Pavarde8822       9       6       6       9       4       9       3       2       4       6       8       5       2       2       9      10
Vardas8823         Pavarde8823       9       5       4       5       6       3       2       6      10       7       2       9       6       9       8       7
Vardas8824         Pavarde8824       1       3       8       8       9       4       8       7      10       5       2       6       9       4       9       8
Vardas8825         Pavarde8825       7       1       1       7       6       1       5       2       1       4       2       7       9       4       7       5
Vardas8826         Pavarde8826      10      10      10       2       5       2       1       8       4       7       5       3       3       3      10       8
Vardas8827         Pavarde8827       3       2      10       3       9       3       8       3       5       3       5       6       7       5       9       5
Vardas8828         Pavarde8828       8       3       9       6       6      10       9       2       7       4       2       9       9       7       9       2
Vardas8829         Pavarde8829       4       2       3      10       3       5       8       6      10       8       7       3       6       6       2       8
Vardas8830         Pavarde8830       3       2       1       1       3       8       4       5       6       4       8       7       9       3       3       5
Vardas8831         Pavarde8831       1       5       6       1       8       5       9       7      10       3      10       2       6       4      10       1
Vardas8832         Pavarde8832       7       9       3       2       5       8       6       9       7       4       5       3       4       1       6       7
Vardas8833         Pavarde8833       1       1      10       2       5       3       7       5       8       1       3       4       6       3       9       4
Vardas8834         Pavarde8834       6       6       3       4       9       1       2       4       4       2       5      10       3       1       6       1
Vardas8835         Pavarde8835      10       4       3       4       3       9       7       4       3       8       5       8       1       8       9       7
Vardas8836         Pavarde8836       8       7       9       4       2       3       8       9       8       1      10       2       8       7       3       8
Vardas8837         Pavarde8837       2       7      10      10       5       2       7       5       4       7       6       7       2       5       7       1
Vardas8838         Pavarde8838       6       7       6       5       6       9       4      10       8       1       3       8       8       1       1       8
Vardas8839         Pavarde8839       1       2       5       9       6       8      10       5       5       2       8      10       4      10      10       8
Vardas8840         Pavarde8840       9       6       6      10       1       9       9      10       2       9       6       6      10       1       9       8
Vardas8841         Pavarde8841      10       8       4       4      10       8       6       3       1       8       3       3       1       5       7       1
Vardas8842         Pavarde8842      10       8       4       1       6       2       8       1       5       7       7       1       4       3       7       6
Vardas8843         Pavarde8843       9       6       6       2       9       9       1       4       2       9       8       5       3       7       4       9
Vardas8844         Pavarde8844       9       9       2       1       8       8       4       2       8       5       5       2       9       7       1       1
Vardas8845         Pavarde8845       2       6       3       4       6       1       2       5       9       5       9       2       1      10       3       1
Vardas8846         Pavarde8846       4       5       4       9       9       9       5       6       1       1       5      10       8       2       3       5
Vardas8847         Pavarde8847       1       8       4       4       6       2       7       7       3       4       4       7       4       5       9      10
Vardas8848         Pavarde8848      10       6       7       2       4       1       7       6       7       3       3       4       5      10       8       7
Vardas8849         Pavarde8849       7       3       7       1       5       8       3       8       8       9       8       2      10       3       5       2
Vardas8850         Pavarde8850       4       2       3       1       2       8       2       9       7       6       5       2       1       4      10       8
Vardas8851         Pavarde8851      10      10       8       7       9       9      10       5       9      10       2       2      10       4       2       8
Vardas8852         Pavarde8852       9       2       8       3       7       7       6       2       7      10       2       1       2       3       5       1
Vardas8853         Pavarde8853      10       3       4       2       9       4       6       7      10      10       8       2       1      10       4       2
Vardas8854         Pavarde8854       9       4       7       7      10       7      10      10       6       2       2       8       5       7       5       1
Vardas8855         Pavarde8855       9       3       5       3       5       7       2       5       6       9       2       6       7       1       7       5
Vardas8856         Pavarde8856       4       7       5       5       1      10       8       3       8       8       1       6       5      10       2       5
Vardas8857         Pavarde8857      10      10       9       9       1      10       2       8       8       2       4       5       1       9       7       1
